PROGRAM NAME,PROGRAM CODE,PROGRAM CODE 2 ,PROGRAM CODE 3,COURSE CODE,COURSE CODE 2,COURSE CODE3,COURSE CODE 4,Work integrated learning type,WIL TYPE 2,WIL TYPE 3,WIL TYPE 4,,Primary Key,designation,Contact Name,Address,City,Postal Code,Paid/Unpaid,"22F
# of Students Placed","23W
# of Students Placed",PAC/PLACE/CAREER
Academic and Career Entrance (Chatham),K972,,,,,,,,,,,Duplicate,e142cca6-c373-420b-b999-1a79e674d84c,,Noelle,,,,,,,PAC
B228/K238/M228- OFFICE ADMINISTRATION - HEALTH SERVICES - FAST TRACK/ B226/K231- OAE  - FAST TRACK/  B226- OAG,,,,,,,,,,,,Duplicate,d6773f51-c81b-4afb-bb87-4f7b3e20b850,,Ryerson,,,,,,,PAC
Graphic Design,T809,,,,,,,,,,,Duplicate,b76c6515-68ac-4e7c-a89f-755274da21a4,,Marcello,,,,,,,PAC
Power Engineering ,T941,T942,T940,,,,,,,,,,52d74a0f-dd88-4e46-9625-a0ad6b389af4,,Robert,,,,,,,PAC
Border Services ,B961,,,,,,,,,,,Duplicate,f4a83d60-ec98-4cd8-96a7-f0fbda269a61,,Tracey,,,,,,,PAC
Powerline Technician ,K766,,,,,,,,,,,,ad032a59-b498-4cdf-ad53-77ef55b8aebc,,Raymond,,,,,,,PAC
Event Management ,B908,,,,,,,,,,,Duplicate,936e3044-28e9-4dfc-ad6c-1bf06674412f,,Cate,,,,,,,PAC
B101- Early Childhood Education  / B820-Early Childhood Education - ACCELERATED / B846-Early Childhood Education - CONCURRENT ,,,,,,,,,,,,Duplicate,001e43dd-8bd6-488f-84ba-72c8ddd43675,,Holly,,,,,,,PAC
B395- CULINARY MANAGEMENT/ 415A- COOK APPRENTICE BRANCH 2,,,,,,,,,,,,,33bf13fb-e4fc-4da1-bcd3-eac927c5d7f1,,David,,,,,,,PAC
T036- CIVIL ENGINEERING TECHNOLOGY/T046-CONSTRUCTION MANAGEMENT PROJECT / T026-CONSTRUCTION ENGINEERING TECHNICIAN,,,,,,,,,,,,,00ee1a42-2d54-4157-80ea-224666abfa4e,,Robert,,,,,,,PAC
Academic and Career Entrance / College and Employment Preperation,C772,,,,,,,,,,,Duplicate,185d0192-d00b-4436-a904-5e9903398ea1,,Taylor,,,,,,,PAC
Data Analytics for Business,B018,,,,,,,,,,,Duplicate,2cd4211b-5d88-4fae-9212-86c1a242228f,,Paul,,,,,,,PAC
Esports Administration and Entrepreneurship,B906,,,,,,,,,,,,9db22ecb-7563-46c4-9d65-876844575016,,Jackson,,,,,,,PAC
Brick and Stone Mason,401A,,,,,,,,,,,,83c49782-6bce-4379-beb1-fcc5f59ebb94,,Mike,,,,,,,PAC
B875 - ADVERTISING AND MARKETING COMMUNICATION MANAGEMENT/ B792 - WEB AND INTERACTIVE ADVERTISING,,,,,,,,,,,,,5760b2f4-413b-41ec-94d9-3894ab805e86,,Nicole,,,,,,,PAC
Electrical Engineering Technician,K788,,,,,,,,,,,Duplicate,1d6115ad-d247-4559-91dd-49eaeac232b2,,Jeff,,,,,,,PAC
Community & Justice Services,B603,,,,,,,,,,,,a7fd52de-ff4d-44c9-95a9-1ad67bb90b90,,Melanie,,,,,,,PAC
Academic and Career Entrance / College and Employment Preperation,C772,,,,,,,,,,,,ed70855c-a0bb-4963-afbf-e362c3ba65af,,Stephen,,,,,,,PAC
Autism & Behavioural Science,B935,,,,,,,,,,,Duplicate,9254caa4-0f6b-4f16-9f93-2bcdb78cba77,,Jeremy,,,,,,,PAC
Electromechanical Engineering Technology/Technician - Robotics ,T974,T976,,,,,,,,,,Duplicate,0b3479e3-2fc1-4f2c-99d2-b3e7ef63f300,,Milan,,,,,,,PAC
Medical Laboratory Science / Medical Laboratory Technician,H837,H299,,,,,,,,,,,f37650c6-287c-44fb-905c-59f31e316212,,Kris,,,,,,,PAC
Business Administration - Accounting / Business - Accounting,B007,B010,K150,,,,,,,,,Duplicate,eda41900-c811-4be9-9f0f-58c31d4b241a,,Joel,,,,,,,PAC
Paramedic ,H840,K940,,,,,,,,,,,f636eaee-6eb3-4e01-b96f-cd121c0dbcaf,,Matthew,,,,,,,PAC
Computer Systems Technician/Technology - Networking,T860,T861,,,,,,,,,,Duplicate,ad032a59-b498-4cdf-ad53-77ef55b8aebc,,Jack ,,,,,,,PAC
T914- HAIRSTYLIST/332A-STYLIST/HAIRDRESSER/ BARBER,,,,,,,,,,,,Duplicate,b3d5543f-88b5-4d31-bc25-3a190acf0f61,,Tony ,,,,,,,PAC
Diagnostic Medical Sonography ,H796,,,,,,,,,,,,50924f7b-d76f-46c9-a9f2-33e9670a929b,,Dan ,,,,,,,PAC
Community & Justice Services,B603,,,,,,,,,,,Duplicate,67e78375-3c4e-4be6-bd4a-d345416c013b,,Harbinder,,,,,,,PAC
Journalism / Media Convergance,B894,B882,,,,,,,,,,Duplicate,fe74643e-608e-4a27-8bdd-5cf50243fa8b,,Ron,,,,,,,PAC
T867 - MECHANICAL TECHNICIAN - CAD/CAM/ 429A-GENERALL MACHINIST / 430A- TOOL AND DIE MAKER / 431A-MOULDMAKER,,,,,,,,,,,,,c7d11fcc-f4d9-4ad7-8244-6a5d79892066,,David,,,,,,,PAC
Mechanical Engineering Technology - Automotive Product Design,T826,,,,,,,,,,,Duplicate,cf99d3bf-0388-4f1c-a50e-6fdb7ad0ad92,,Deena ,,,,,,,PAC
B802/M802 - HUMAN RESOURCES MANAGEMENT / B880 - BUS ADMIN - HUMAN RESOURCES,,,,,,,,,,,,,ad032a59-b498-4cdf-ad53-77ef55b8aebc,,Connie,,,,,,,PAC
Business Administration - Accounting / Business - Accounting,B007,B010,K150,,,,,,,,,Duplicate,666c4bee-2eb5-41d0-a956-755ce77b216b,,Cody,,,,,,,PAC
Business Administration - Accounting / Business - Accounting,B007,B010,K150,,,,,,,,,,,,Melissa,,,,,,,PAC
Public Relations,B791,,,,,,,,,,,Duplicate,9a1d8da6-14ba-4292-ad0e-d303422d6b77,,Marissa,,,,,,,PAC
Autism & Behavioural Science,B935,,,,,,,,,,,,0711b820-ea16-43fa-a4e0-952bf68e7456,,Dr. Marcia,,,,,,,PAC
T958/T167- TRUCK AND COACH TECHNIQUES/MOTIVE POWER /310S/310T-AUTO SERVICE TECHNCIAN/TRUCK AND COACH TECHNICIAN,,,,,,,,,,,,,c24f94e5-c3e4-4631-9271-f112670ae600,,Colin,,,,,,,PAC
Community & Justice Services,B603,,,,,,,,,,,,96e2ca90-769e-4e7a-be77-4110676f55f0,,Jennifer,,,,,,,PAC
Cardiovascular Technology ,H794,,,,,,,,,,,Duplicate,1de67093-e708-4d3f-906b-9ecf291325f2,,Alessia,,,,,,,PAC
Tourism - Travel,B826,,,,,,,,,,,Duplicate,62e7c528-4d6f-4ab9-841d-08ab00620ee6,,Vanessa,,,,,,,PAC
Journalism / Media Convergance,B894,B882,,,,,,,,,,,621e1549-890d-41ab-876c-b3c999c47a97,,Dan ,,,,,,,PAC
Business Administration - Accounting / Business - Accounting,B007,B010,K150,,,,,,,,,,01a5980b-3f9f-4c6e-97c0-64d9d6f8653d,,Scott,,,,,,,PAC
Power Engineering ,T941,T942,T940,,,,,,,,,,e295b857-b732-43c6-9e80-3477bfad00e1,,William,,,,,,,PAC
Graphic Design,T809,,,,,,,,,,,,a78b50cb-04b5-47f0-ae40-b4fdcf7c690c,,Jose  ,,,,,,,PAC
Sport & Recreation Management,B904,,,,,,,,,,,Duplicate,fb80caa8-9c1f-4c23-a3a6-37addd7f0701,,Ryley,,,,,,,PAC
Animation 2D/3D,T993,,,,,,,,,,,,0c64066f-eb27-486e-a5eb-cdd32e345413,,Adrian,,,,,,,PAC
B802/M802 - HUMAN RESOURCES MANAGEMENT / B880 - BUS ADMIN - HUMAN RESOURCES,,,,,,,,,,,,,f3567e83-5fb7-41e0-bdde-7141878257d1,,Danielle,,,,,,,PAC
B802/M802 - HUMAN RESOURCES MANAGEMENT / B880 - BUS ADMIN - HUMAN RESOURCES,,,,,,,,,,,,Duplicate,b3a17b4b-a159-4ffa-b0ba-fff184ff1cd3,,Stephen,,,,,,,PAC
Landscape Horticulture,T866,,,,,,,,,,,,15b0b12d-58e6-4b3b-8d09-58f0c8343ce8,,Brianna,,,,,,,PAC
Esports Administration and Entrepreneurship,B906,,,,,,,,,,,,a7137841-6f0a-4350-8797-ac8f3e4cd66e,,Dean,,,,,,,PAC
T958/T167- TRUCK AND COACH TECHNIQUES/MOTIVE POWER /310S/310T-AUTO SERVICE TECHNCIAN/TRUCK AND COACH TECHNICIAN,,,,,,,,,,,,,802c8c16-7fa3-48c6-b2ef-f626983c3734,,Ken,,,,,,,PAC
Interior Design  ,T146,,,,,,,,,,,,22c25c0e-6803-4d74-92c9-5c2ad90f3982,,Leigh Ann,,,,,,,PAC
Academic and Career Entrance (Chatham),K972,,,,,,,,,,,,2f6fd4e7-8d58-4618-a92b-609ba424fbbc,,Karen,,,,,,,PAC
Community Integration through Cooperative Education,C365,,,,,,,,,,,,bd41d7a0-90c3-4853-85e5-9137cfe297ab,,Pat ,,,,,,,PAC
Chemical Laboratory Technology,T836,,,,,,,,,,,Duplicate,fd11730d-f45d-43b5-8a4f-559cbc1f6cb3,,Norma,,,,,,,PAC
"K813 - Protection, Security and Investigation / K919- Police Foundations",,,,,,,,,,,,Duplicate,e46160cb-d86d-4988-9fe6-370d9def0820,,Mark,,,,,,,PAC
T855 - MECHANICAL ENGINEERING TECHNICIAN - INDUSTRIAL (MILLWRIGHT)/433A-MILLWRIGHT,,,,,,,,,,,,,54e12d82-f6e2-431b-96e7-7fcb1ae3243f,,Pak,,,,,,,PAC
Paralegal / Paralegal - Accelerated,B897,B959,,,,,,,,,,Duplicate,f5edfc86-636b-42ae-a9f6-ed4ac01332c1,,Susan,,,,,,,PAC
Border Services ,B961,,,,,,,,,,,,e03daed6-da53-4228-a275-18af28e2f2e7,,Curtis,,,,,,,PAC
Chemical Laboratory Technology,T836,,,,,,,,,,,Duplicate,fd11730d-f45d-43b5-8a4f-559cbc1f6cb3,,Jesse,,,,,,,PAC
B802/M802 - HUMAN RESOURCES MANAGEMENT / B880 - BUS ADMIN - HUMAN RESOURCES,,,,,,,,,,,,Duplicate,c4c4fc22-8d78-433c-b76b-56a511fe5699,,Pam,,,,,,,PAC
,,,,,,,,,,,,,94f69620-97d2-41c7-ba72-8a772277d2dd,,Renee,,,,,,,PAC
"K813 - Protection, Security and Investigation / K919- Police Foundations",,,,,,,,,,,,Duplicate,fcca817f-e566-42c8-9cfe-94128dc72f1b,,Michael ,,,,,,,PAC
Esports Administration and Entrepreneurship,B906,,,,,,,,,,,,5e1288b0-ef4d-4d28-adb0-f56b5cd0c982,,Victoria,,,,,,,PAC
Landscape Horticulture,T866,,,,,,,,,,,,4b01685a-36cd-44d3-9807-f895c0870e98,,Heather,,,,,,,PAC
Welding Techniques,T949,,,,,,,,,,,,5e30d779-dc20-45da-9f0c-2d574a6224e2,,Marc ,,,,,,,PAC
T855 - MECHANICAL ENGINEERING TECHNICIAN - INDUSTRIAL (MILLWRIGHT)/433A-MILLWRIGHT,,,,,,,,,,,,Duplicate,cdc39330-eeec-4b06-8bb5-a9501006a38f,,Jay ,,,,,,,PAC
B875 - ADVERTISING AND MARKETING COMMUNICATION MANAGEMENT/ B792 - WEB AND INTERACTIVE ADVERTISING,,,,,,,,,,,,Duplicate,f7730e13-d5a6-4abe-9d38-e5eeced82dec,,Nykolai,,,,,,,PAC
Welding Techniques,T949,,,,,,,,,,,,846c7bb0-7f77-4f63-971f-0456584f343c,,Sean,,,,,,,PAC
Autism & Behavioural Science,B935,,,,,,,,,,,Duplicate,c7e75354-a642-4d06-a255-9ad16bcac599,,Cheryl,,,,,,,PAC
Child and Youth Care / Child and Youth Care - Accelerated,B992,K994,,,,,,,,,,,b7817f74-8fe7-4f80-88c5-1a9b9f494119,,Suzanne,,,,,,,PAC
Academic and Career Entrance / College and Employment Preperation,C772,,,,,,,,,,,,6b7d3cf0-1ab6-4c96-a650-43b1ac5539dc,,Joan,,,,,,,PAC
Child and Youth Care / Child and Youth Care - Accelerated,B992,K994,,,,,,,,,,Duplicate,bd41d7a0-90c3-4853-85e5-9137cfe297ab,,Joseph,,,,,,,PAC
Fashion Design Technician,B877,,,,,,,,,,,Duplicate,ab4f96ff-148c-4e05-9d14-c0c4ebba3854,,Maria,,,,,,,PAC
Electronics Engineering Technology - Industrial Automation,T929,,,,,,,,,,,Duplicate,7d9dd880-c28a-4b06-9678-bc2a411b57e4,,Sandy,,,,,,,PAC
Academic and Career Entrance / College and Employment Preperation,C772,,,,,,,,,,,Duplicate,a575b902-b575-467f-9d06-5bacfd25a634,,Suretta,,,,,,,PAC
Diagnostic Medical Sonography ,H796,,,,,,,,,,,,8e6de6fb-4b85-4118-88fa-24b7ceaf35b1,,Bonnie,,,,,,,PAC
Academic and Career Entrance / College and Employment Preperation,C772,,,,,,,,,,,Duplicate,185d0192-d00b-4436-a904-5e9903398ea1,,Molly,,,,,,,PAC
T036- CIVIL ENGINEERING TECHNOLOGY/T046-CONSTRUCTION MANAGEMENT PROJECT / T026-CONSTRUCTION ENGINEERING TECHNICIAN,,,,,,,,,,,,Duplicate,f5237d5b-5843-4a13-9938-e2db19fdd4db,,Stephen,,,,,,,PAC
Animation 2D/3D,T993,,,,,,,,,,,,9665c87c-7be2-4a62-be14-371cbbd5a968,,Sean,,,,,,,PAC
Developmental Services Worker / Developmental Services Worker - Accelerated,K200,K824,,,,,,,,,,Duplicate,2b7466ba-0270-488e-8ffe-07f35ba1f08a,,Lesa,,,,,,,PAC
Paramedic ,H840,K940,,,,,,,,,,,274335d0-12d2-421f-881e-56c1a305cf70,,Deb,,,,,,,PAC
Paralegal / Paralegal - Accelerated,B897,B959,,,,,,,,,,Duplicate,ef23d63b-8ed6-45ba-96ff-422060c954af,,Kristen,,,,,,,PAC
Computer Systems Technician/Technology - Networking,T860,T861,,,,,,,,,,,3b2d1686-4ba0-4e15-9fb0-cd52f036b622,,Solomon,,,,,,,PAC
B895/K384/M995- SOCIAL SERVICE WORKER - GERONTOLOGY,,,,,,,,,,,,,0286d3e9-f844-43a2-a3ee-5b9bdb3279c5,,Ryan,,,,,,,PAC
Mobile Applications Development,B990,,,,,,,,,,,Duplicate,82447cae-25e9-4707-876e-8ffd90a7bc4c,,Alex,,,,,,,PAC
Hospitality - Hotel & Restaurant,B940,,,,,,,,,,,Duplicate,cd22c57e-6e77-40e4-9df0-e02fc884ccdd,,Matt,,,,,,,PAC
B851 - BUSINESS ADMINISTRATION - FINANCE,,,,,,,,,,,,Duplicate,a27ff9b6-55eb-4bc0-bf59-fb6aa774e020,,Tim ,,,,,,,PAC
Business,B604,,,,,,,,,,,,836a9a2f-43fa-462f-808b-1bdb426a7aeb,,Jordana,,,,,,,PAC
T036- CIVIL ENGINEERING TECHNOLOGY/T046-CONSTRUCTION MANAGEMENT PROJECT / T026-CONSTRUCTION ENGINEERING TECHNICIAN,,,,,,,,,,,,Duplicate,2e6a4065-4b11-4a3c-8b3c-c81dd4657841,,Krystal ,,,,,,,PAC
B851 - BUSINESS ADMINISTRATION - FINANCE,,,,,,,,,,,,Duplicate,4cc72602-ed15-490f-b428-dc1476cb36b5,,Hayko,,,,,,,PAC
B395- CULINARY MANAGEMENT/ 415A- COOK APPRENTICE BRANCH 2,,,,,,,,,,,,,447d651b-2da7-46ba-b09d-43feeff21451,,David,,,,,,,PAC
T805- WOODWORKING/ T964-CARPENTRY TECHNIQUES / 403A- GENERAL CARPENTRY,,,,,,,,,,,,,a63f1bab-99e0-45a3-a431-0a9749da101a,,Logan,,,,,,,PAC
Pre-Service Firefighter Education and Training,T876,,,,,,,,,,,,ff1b3dbe-b87b-4215-88b9-f75f296f2efd,,Kevin,,,,,,,PAC
B101- Early Childhood Education  / B820-Early Childhood Education - ACCELERATED / B846-Early Childhood Education - CONCURRENT ,,,,,,,,,,,,Duplicate,6a52a85f-d7b7-4c36-a133-bd0225670e92,,Jayne,,,,,,,PAC
Mobile Applications Development,B990,,,,,,,,,,,Duplicate,7d9dd880-c28a-4b06-9678-bc2a411b57e4,,Carmen,,,,,,,PAC
Honours Bachelor of Applied Arts in Social Justice & Legal Studies,C999,,,,,,,,,,,Duplicate,b9da25cd-82e5-4af9-8715-3f48dc84388e,,Stephanie,,,,,,,PAC
Mechanical Engineering Technology - Automotive Product Design,T826,,,,,,,,,,,,cf9c8b70-63bb-4cac-be8b-cf1356b4c8be,,Asif,,,,,,,PAC
Hospitality - Hotel & Restaurant,B940,,,,,,,,,,,,30df2eee-458e-4a2f-9f9d-298d418956e1,,Kimberley,,,,,,,PAC
T805- WOODWORKING/ T964-CARPENTRY TECHNIQUES / 403A- GENERAL CARPENTRY,,,,,,,,,,,,,293d8b55-6a55-46e9-b5ad-ab52d5ef49a9,,Mike,,,,,,,PAC
Paramedic ,H840,K940,,,,,,,,,,,b45dd0a7-a10e-4423-ad0c-58adafeea45d,,Nadine,,,,,,,PAC
T805- WOODWORKING/ T964-CARPENTRY TECHNIQUES / 403A- GENERAL CARPENTRY,,,,,,,,,,,,Duplicate,ee17bdbf-7ad4-4789-a881-59c214ae6065,,Brent,,,,,,,PAC
Animation 2D/3D,T993,,,,,,,,,,,,efa5e705-39df-4776-b687-f324f5e5105d,,Andrew,,,,,,,PAC
Paramedic ,H840,K940,,,,,,,,,,,e9c2c391-7b15-4bc0-a22e-c9d2733625e9,,Bruce,,,,,,,PAC
Paramedic ,H840,K940,,,,,,,,,,Duplicate,274335d0-12d2-421f-881e-56c1a305cf70,,Susan,,,,,,,PAC
B851 - BUSINESS ADMINISTRATION - FINANCE,,,,,,,,,,,,Duplicate,4ffe0c1d-3d4e-4cec-abf5-320be5af446a,,Adam,,,,,,,PAC
Graphic Design,T809,,,,,,,,,,,,d387c8f6-30ff-4e45-89d3-93d9dee7c740,,Joe,,,,,,,PAC
Electromechanical Engineering Technology/Technician - Robotics ,T974,T976,,,,,,,,,,,153207e9-0c60-475f-a28a-61313f1b2eeb,,Angie,,,,,,,PAC
,,,,,,,,,,,,Duplicate,437cf849-e793-47c2-9270-b204e2fb9a32,,Debra ,,,,,,,PAC
Pre-Service Firefighter Education and Training,T876,,,,,,,,,,,Duplicate,d6773f51-c81b-4afb-bb87-4f7b3e20b850,,Steve,,,,,,,PAC
International Business Management - Logistics Systems,B999,,,,,,,,,,,Duplicate,358a7957-4f10-4ad3-9d00-4771be001acb,,John,,,,,,,PAC
Paramedic ,H840,K940,,,,,,,,,,,e9c2c391-7b15-4bc0-a22e-c9d2733625e9,,Justin,,,,,,,PAC
Community Integration through Cooperative Education,C365,,,,,,,,,,,Duplicate,aa0a418e-6ade-40ae-91e7-aa2300e99a56,,Cynthia,,,,,,,PAC
Powerline Technician ,K766,,,,,,,,,,,,8899f4c7-4476-49e1-8400-91fe43d64096,,Richard,,,,,,,PAC
Public Relations,B791,,,,,,,,,,,,ab8b9d88-499e-49ce-82b4-06bbbc4da12d,,Syx,,,,,,,PAC
Electromechanical Engineering Technology/Technician - Robotics ,T974,T976,,,,,,,,,,,1d35e78a-070a-4d33-b86f-e8f954b19f99,,Allan ,,,,,,,PAC
Esthetician,B912,,,,,,,,,,,Duplicate,ed75d692-6bbf-4782-a67e-b1dc4d6d38d5,,Paul ,,,,,,,PAC
B101- Early Childhood Education  / B820-Early Childhood Education - ACCELERATED / B846-Early Childhood Education - CONCURRENT ,,,,,,,,,,,,Duplicate,3c05bcd2-53af-455a-a8be-518d22b788c0,,Marcia,,,,,,,PAC
Welding Techniques,T949,,,,,,,,,,,,fe29fd3d-7faa-4995-996b-067c9152402d,,Mike,,,,,,,PAC
Chemical Laboratory Technology,T836,,,,,,,,,,,,dde2d021-34e5-44e9-8cef-50dbd22af458,,Anna ,,,,,,,PAC
"Heating, Refrigeration & Air Conditioning Technician",T207,,,,,,,,,,,Duplicate,45356d2a-55cb-43a5-8c87-7e68ec06e46a,,Art,,,,,,,PAC
Tourism - Travel,B826,,,,,,,,,,,Duplicate,7c1bc340-48b5-4a75-be28-5f9a0ba7b7dc,,Mya-Lynne,,,,,,,PAC
Journalism / Media Convergance,B894,B882,,,,,,,,,,,bfdca1f7-7207-4d10-88a9-decaeb33358c,,Greg ,,,,,,,PAC
T923 - PRECISION METAL CUTTING (EARN WHILE YOU LEARN),T923,,,,,,,,,,,,854c42aa-552b-4652-a040-4ddd444404c7,,John,,,,,,,PAC
Animation 2D/3D,T993,,,,,,,,,,,,a3183f26-d2bc-47f4-9f22-17d1ae485cee,,Max,,,,,,,PAC
Business Administration - Accounting / Business - Accounting,B007,B010,K150,,,,,,,,,,0686be93-de78-4fcb-a8f7-8d912d578857,,Andrew,,,,,,,PAC
Veterinary Technician ,H258,,,,,,,,,,,,f7ab0873-6250-4dc8-a32d-63a4436294ca,,Courtney,,,,,,,PAC
Animation 2D/3D,T993,,,,,,,,,,,Duplicate,96cfbc88-e0f5-4b31-8404-c228f178991c,,Mai-Ling,,,,,,,PAC
Veterinary Technician ,H258,,,,,,,,,,,Duplicate,200935eb-6932-4437-b049-b17711bc0254,,Loretta,,,,,,,PAC
Biomedical Engineering Technology - Equipment and Devices,T755,,,,,,,,,,,,958c9715-aaa8-4f58-8606-98e2041cce78,,Vince,,,,,,,PAC
Powerline Technician ,K766,,,,,,,,,,,Duplicate,34d86ec4-88aa-4385-94b7-cb5baff66c09,,Alain ,,,,,,,PAC
Academic and Career Entrance / College and Employment Preperation,C772,,,,,,,,,,,Duplicate,2eca2904-1725-41e3-887f-656517e80b56,,Priscille,,,,,,,PAC
B851 - BUSINESS ADMINISTRATION - FINANCE,,,,,,,,,,,,Duplicate,f411a0ab-3342-420e-b0dc-871bb013e72e,,David,,,,,,,PAC
Esthetician,B912,,,,,,,,,,,,346a8557-b05f-4366-8d4b-19621330c218,,Giovanna,,,,,,,PAC
K950/K963 - COLLABORATIVE NURSING/PRACTICAL NURSING/ K933- PSW,,,,,,,,,,,,Duplicate,6efda07d-5ce3-45bb-bbf2-f244fa228ada,,Sara ,,,,,,,PAC
T958/T167- TRUCK AND COACH TECHNIQUES/MOTIVE POWER /310S/310T-AUTO SERVICE TECHNCIAN/TRUCK AND COACH TECHNICIAN,,,,,,,,,,,,,6de36102-3861-45de-93dd-71406b25d17f,,Sandy,,,,,,,PAC
Pharmacy Technician ,H812,,,,,,,,,,,,523b9a5d-0a3c-47c4-9c15-139d6ee34056,,Christopher,,,,,,,PAC
Sport & Recreation Management,B904,,,,,,,,,,,,29decaaa-34e5-4dfc-b337-9a542751fa27,,Dwain,,,,,,,PAC
Tourism - Travel,B826,,,,,,,,,,,Duplicate,64f283fa-7233-4f45-81d9-82f7e2d08c10,,Rosa,,,,,,,PAC
Tourism - Travel,B826,,,,,,,,,,,,cd22c57e-6e77-40e4-9df0-e02fc884ccdd,,Salvatore,,,,,,,PAC
Event Management ,B908,,,,,,,,,,,Duplicate,2bd499a4-90a9-41f4-a233-8991ef15de50,,Teanna,,,,,,,PAC
Business Administration - Marketing / Business Marketing,B009,B012,,,,,,,,,,,d016604e-482d-461b-8c6b-2d7ccc181e9f,,Billy,,,,,,,PAC
Power Engineering ,T941,T942,T940,,,,,,,,,,4defd111-7e01-426f-b59a-4e3cffe639a3,,Dave,,,,,,,PAC
Sport & Recreation Management,B904,,,,,,,,,,,Duplicate,3e7de13a-bb99-4d81-9f27-8eaad53f6a15,,Kenn,,,,,,,PAC
Mobile Applications Development,B990,,,,,,,,,,,,7d9dd880-c28a-4b06-9678-bc2a411b57e4,,Simon,,,,,,,PAC
Pharmacy Technician ,H812,,,,,,,,,,,Duplicate,e3d1b945-e7b4-4800-a665-631ea559fb9e,,Troy ,,,,,,,PAC
T914- HAIRSTYLIST/332A-STYLIST/HAIRDRESSER/ BARBER,,,,,,,,,,,,,698ab64a-8af1-4683-a67c-c02303330e99,,Mark ,,,,,,,PAC
Paralegal / Paralegal - Accelerated,B897,B959,,,,,,,,,,,6abae3d5-5da9-4a98-bf4a-1c50ebaf018b,,Michelle,,,,,,,PAC
Paramedic ,H840,K940,,,,,,,,,,,274335d0-12d2-421f-881e-56c1a305cf70,,Lyndsey,,,,,,,PAC
Music Theatre,A887,,,,,,,,,,,Duplicate,6a1bf37a-0401-4e23-8506-94b9c2583371,,Brianna,,,,,,,PAC
B802/M802 - HUMAN RESOURCES MANAGEMENT / B880 - BUS ADMIN - HUMAN RESOURCES,,,,,,,,,,,,,dde2d021-34e5-44e9-8cef-50dbd22af458,,Anthony,,,,,,,PAC
T867 - MECHANICAL TECHNICIAN - CAD/CAM/ 429A-GENERALL MACHINIST / 430A- TOOL AND DIE MAKER / 431A-MOULDMAKER,,,,,,,,,,,,Duplicate,d6d0c4fc-406c-4d68-912b-85fda9285339,,Joe ,,,,,,,PAC
B875 - ADVERTISING AND MARKETING COMMUNICATION MANAGEMENT/ B792 - WEB AND INTERACTIVE ADVERTISING,,,,,,,,,,,,,02c70d84-755d-4639-ab26-5b2025e18266,,Olivia,,,,,,,PAC
Honours Bachelor of Applied Arts in Social Justice & Legal Studies,C999,,,,,,,,,,,Duplicate,fd6893d8-0c55-4dbe-8b50-d3643eb4dd21,,Judy,,,,,,,PAC
Journalism / Media Convergance,B894,B882,,,,,,,,,,Duplicate,075f0ba5-0605-4813-a370-02cd7f3477b9,,Dan,,,,,,,PAC
Academic and Career Entrance / College and Employment Preperation,C772,,,,,,,,,,,,dde2d021-34e5-44e9-8cef-50dbd22af458,,Sally,,,,,,,PAC
Electrical Techniques (both),T974,K731,,,,,,,,,,Duplicate,421ae080-abc1-41d5-b5c8-fc153c4f4638,,Dale,,,,,,,PAC
Respiratory Therapy,H795,,,,,,,,,,,,665cf325-5124-4e7d-93ee-b324b8da9afa,,Shelley ,,,,,,,PAC
Advanced Medical Esthetics Practitioner,H912,,,,,,,,,,,,1a5218bc-e75c-4b64-9820-8797fecf4dfb,,Ruth ,,,,,,,PAC
Paramedic ,H840,K940,,,,,,,,,,,f636eaee-6eb3-4e01-b96f-cd121c0dbcaf,,Donald,,,,,,,PAC
Academic and Career Entrance / College and Employment Preperation,C772,,,,,,,,,,,Duplicate,5615ec9f-d56e-4067-a4d4-9d2276683287,,Richard,,,,,,,PAC
Community Integration through Cooperative Education,C365,,,,,,,,,,,,37e67bd3-3f88-44ae-8f2f-41de3d81104e,,Darlene,,,,,,,PAC
T805- WOODWORKING/ T964-CARPENTRY TECHNIQUES / 403A- GENERAL CARPENTRY,,,,,,,,,,,,Duplicate,e57c35e9-d05f-44fd-901e-dbcf99dcde33,,Michael,,,,,,,PAC
Esthetician,B912,,,,,,,,,,,,ea76c813-5178-4b15-ae21-62e23b648400,,Enrique,,,,,,,PAC
Public Relations,B791,,,,,,,,,,,,b78dd3a7-4591-4da2-8c57-25d86dc4cdad,,Michellyne,,,,,,,PAC
Powerline Technician ,K766,,,,,,,,,,,,91d7b20a-774d-4695-8e7e-6508fdc1fc96,,Brian ,,,,,,,PAC
Academic and Career Entrance / College and Employment Preperation,C772,,,,,,,,,,,Duplicate,ed70855c-a0bb-4963-afbf-e362c3ba65af,,Christine,,,,,,,PAC
Music Theatre,A887,,,,,,,,,,,Duplicate,a7ec248e-be90-47e1-a8f4-6d124dbe2ced,,Jeff ,,,,,,,PAC
Academic and Career Entrance / College and Employment Preperation,C772,,,,,,,,,,,,404785ab-e7d7-4076-ad9e-0b2d13fb9925,,Peter,,,,,,,PAC
Brick and Stone Mason,401A,,,,,,,,,,,Duplicate,f81865e5-c6e3-4fea-ac98-fdf31ebb2ebe,,Tony,,,,,,,PAC
